RUT_EMPRESA,NOMBRE_EMPRESA,REGIÓN_FAENA,PROVINCIA_FAENA,COMUNA_FAENA,NOMBRE_FAENA,CATEGORÍA_FAENA,REGIÓN_INSTALACIÓN,PROVINCIA_INSTALACIÓN,COMUNA_INSTALACIÓN,NOMBRE_INSTALACIÓN,TIPO_INSTALACIÓN,RECURSO_MINERO,RECURSO_PRINCIPAL,TIPO_RECURSO,NRO_INSTALACIÓN,UTM_NORTE,UTM_ESTE,COTA,HUSO,DATUM,ESTADO,CONCATENAR
76.283.814-1,MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRL,15,ARICA,CAMARONES,FORTALEZA V 1 al 30,Categoría D,15,ARICA,CAMARONES,CAMPAMENTO,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000036341 - 4,"7,910,813","367,225",947,19,PSAD-56,ACTIVA,FORTALEZA V 1 al 30MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRLCAMARONES
76.283.814-1,MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRL,15,ARICA,CAMARONES,FORTALEZA V 1 al 30,Categoría D,15,ARICA,CAMARONES,POLVORIN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000036340 - 6,"7,910,897","367,064",990,19,PSAD-56,ACTIVA,FORTALEZA V 1 al 30MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRLCAMARONES
76.283.814-1,MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRL,15,ARICA,CAMARONES,FORTALEZA V 1 al 30,Categoría D,15,ARICA,CAMARONES,EXPLORACION,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000039195 - 7,"7,910,092","366,460",978,19,PSAD-56,INACTIVA,FORTALEZA V 1 al 30MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRLCAMARONES
76.283.814-1,MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRL,15,ARICA,CAMARONES,FORTALEZA V 1 al 30,Categoría D,15,ARICA,CAMARONES,MINA,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000014056 - 3,"7,910,530","367,260",945,19,PSAD-56,ACTIVA,FORTALEZA V 1 al 30MINERALS SERVICE EIRL o CLAUDIA ALEJANDRA MOLINA MERIDA SERVICIOS EIRLCAMARONES
9.292.279-0,ALEJANDRO GUERRA PERALTA,15,ARICA,CAMARONES,ELIANA 1/20 SECTOR 2,Categoría D,15,ARICA,CAMARONES,MINA,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000116687 - 6,"7,912,950","371,150",885,19,PSAD-56,ACTIVA,ELIANA 1/20 SECTOR 2ALEJANDRO GUERRA PERALTACAMARONES
10.230.088-2,MARCO ALBERTO BELLET ULLOA,15,ARICA,CAMARONES,ELIANA 1 al 20 sector 1,Categoría D,15,ARICA,CAMARONES,MINA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000118645 - 1,"7,913,000","371,000",800,19,PSAD-56,ACTIVA,ELIANA 1 al 20 sector 1MARCO ALBERTO BELLET ULLOACAMARONES
10.230.088-2,MARCO ALBERTO BELLET ULLOA,15,ARICA,CAMARONES,ELIANA 1 al 20 sector 1,Categoría D,15,ARICA,CAMARONES,CAMPAMENTO,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000118663 - K,"7,912,723","371,528",786,19,PSAD-56,ACTIVA,ELIANA 1 al 20 sector 1MARCO ALBERTO BELLET ULLOACAMARONES
76.173.303-6,SOGEMIN M&M LTDA,15,PARINACOTA,PUTRE,MINA OLGA 1 AL 10,Categoría D,15,PARINACOTA,PUTRE,EXPLORACION,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000028069 - 1,"7,963,560","446,270",3691,19,PSAD-56,ABANDONADA,
76.173.303-6,SOGEMIN M&M LTDA,15,PARINACOTA,PUTRE,MINA OLGA 1 AL 10,Categoría D,15,PARINACOTA,PUTRE,CAMPAMENTO,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000028068 - 3,"7,966,380","446,422",3751,19,PSAD-56,ABANDONADA,
76.173.303-6,SOGEMIN M&M LTDA,15,PARINACOTA,PUTRE,MINA OLGA 1 AL 10,Categoría D,15,PARINACOTA,PUTRE,POLVORÍN,POLVORIN,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000028067 - 5,"7,963,915","446,391",3733,19,PSAD-56,ABANDONADA,
76.173.303-6,SOGEMIN M&M LTDA,15,PARINACOTA,PUTRE,MINA OLGA 1 AL 10,Categoría D,15,PARINACOTA,PUTRE,MINA,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,130100027 - 4,"7,964,133","446,530",3743,19,PSAD-56,ABANDONADA,
86.160.300-8,BHP CHILE INC.,15,PARINACOTA,PUTRE,TAWA 2016 (oct 2016),Categoría D,15,PARINACOTA,PUTRE,CAMPAMENTO ALCERRECA,CAMPAMENTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000136663 - 8,"8,010,424","430,269",3929,19,PSAD-56,ACTIVA,TAWA 2016 (oct 2016)BHP CHILE INC.PUTRE
79.639.570-2,QUIBORAX S.A,15,PARINACOTA,PUTRE,MINA SURIRE,Categoría C,15,PARINACOTA,PUTRE,EXPLORACION,EXPLORACION DE SUPERFICIE,ARCILLA BAUXITICA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000090658 - 2,"7,917,290","486,940",4248,19,PSAD-56,ACTIVA,MINA SURIREQUIBORAX S.APUTRE
79.639.570-2,QUIBORAX S.A,15,PARINACOTA,PUTRE,MINA SURIRE,Categoría C,15,PARINACOTA,PUTRE,ADMINISTRACION OFICINAS,ADMINISTRACIÓN - OFICINA,ULEXITA,ULEXITA,ROCAS Y MINERALES INDUSTRIALES,130100014 - 2,"7,920,817","489,400",4265,19,PSAD-56,ACTIVA,MINA SURIREQUIBORAX S.APUTRE
79.639.570-2,QUIBORAX S.A,15,PARINACOTA,PUTRE,MINA SURIRE,Categoría C,15,PARINACOTA,PUTRE,ADMINISTRACION DE CAMPAMENTO,CAMPAMENTO,ULEXITA,ULEXITA,ROCAS Y MINERALES INDUSTRIALES,130100015 - 0,"7,920,784","489,392",4266,19,PSAD-56,ACTIVA,MINA SURIREQUIBORAX S.APUTRE
79.639.570-2,QUIBORAX S.A,15,PARINACOTA,PUTRE,MINA SURIRE,Categoría C,15,PARINACOTA,PUTRE,TALLERES Y MAESTRANZA,TALLERES Y MAESTRANZA,ULEXITA,ULEXITA,ROCAS Y MINERALES INDUSTRIALES,130100016 - 9,"7,920,848","489,382",4267,19,PSAD-56,ACTIVA,MINA SURIREQUIBORAX S.APUTRE
79.639.570-2,QUIBORAX S.A,15,PARINACOTA,PUTRE,MINA SURIRE,Categoría C,15,PARINACOTA,PUTRE,MINA SURIRE,MINA RAJO ABIERTO,ULEXITA,ULEXITA,ROCAS Y MINERALES INDUSTRIALES,130100004 - 5,"7,918,454","494,111",4261,19,PSAD-56,ACTIVA,MINA SURIREQUIBORAX S.APUTRE
79.639.570-2,QUIBORAX S.A,15,PARINACOTA,PUTRE,MINA SURIRE,Categoría C,15,PARINACOTA,PUTRE,LABORATORIO,CAMPAMENTO,ARCILLA BAUXITICA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000090659 - 0,"7,920,823","486,940",4254,19,PSAD-56,ACTIVA,MINA SURIREQUIBORAX S.APUTRE
77.090.440-4,SOC. CONTRACTUAL MRA. VILACOLLO,15,PARINACOTA,PUTRE,CHOQUELIMPIE,Categoría D,15,PARINACOTA,PUTRE,MINA CHOQUELIMPIE,MINA RAJO ABIERTO,ORO - COBRE - PLATA,ORO,RECURSOS MINERALES METÁLICOS,130100002 - 9,"7,976,225","471,820",4750,19,PSAD-56,INACTIVA,CHOQUELIMPIESOC. CONTRACTUAL MRA. VILACOLLOPUTRE
77.090.440-4,SOC. CONTRACTUAL MRA. VILACOLLO,15,PARINACOTA,PUTRE,CHOQUELIMPIE,Categoría D,15,PARINACOTA,PUTRE,CAMPAMENTO,CAMPAMENTO,ORO - COBRE - PLATA,ORO,RECURSOS MINERALES METÁLICOS,130100017 - 7,"7,976,225","471,820",4300,19,PSAD-56,ACTIVA,CHOQUELIMPIESOC. CONTRACTUAL MRA. VILACOLLOPUTRE
7.218.035-6,PATRICIO VALENZUELA HONORATO,15,PARINACOTA,GENERAL LAGOS,MACARENA-KIELSELGUR,Categoría D,15,PARINACOTA,GENERAL LAGOS,MINA,MINA RAJO ABIERTO,BENTONITA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000001034 - 1,"8,001,500","429,500",3728,19,PSAD-56,IRREGULAR NO OPERATIVA,
7.218.035-6,PATRICIO VALENZUELA HONORATO,15,PARINACOTA,GENERAL LAGOS,MACARENA-BENTONITA,Categoría D,15,PARINACOTA,GENERAL LAGOS,MINA MACARENA-BENTONITA,MINA RAJO ABIERTO,BENTONITA,ARCILLAS,ROCAS Y MINERALES INDUSTRIALES,2000001035 - K,"8,002,000","429,500",3708,19,PSAD-56,IRREGULAR NO OPERATIVA,
86.160.300-8,BHP CHILE INC.,15,PARINACOTA,GENERAL LAGOS,VISVIRI-ALCÉRRECA,Categoría D,15,PARINACOTA,GENERAL LAGOS,CAMPAMENTO CR. ALCÉRRECA,CAMPAMENTO,ORO - COBRE,ORO,RECURSOS MINERALES METÁLICOS,2000068585 - 3,"8,010,814","430,552",3929,19,PSAD-56,ACTIVA,VISVIRI-ALCÉRRECABHP CHILE INC.GENERAL LAGOS
6.285.763-3,OSVALDO CUADRADO KAISER,01,IQUIQUE,IQUIQUE,MINAS PERIQUITA 1 - 2 ,Categoría D,01,IQUIQUE,IQUIQUE,MINAS PERIQUITA ,MINA RAJO ABIERTO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110100046 - 6,"7,701,600","390,200",800,19,PSAD-56,ACTIVA,MINAS PERIQUITA 1 - 2 OSVALDO CUADRADO KAISERIQUIQUE
99.589.040-2,COMPAÑIA MINERA PUNTA DE LOBOS S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA,Categoría B,01,IQUIQUE,IQUIQUE,MINA KAINITA,MINA RAJO ABIERTO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100134 - 9,"7,689,150","394,489",620,19,PSAD-56,ACTIVA,MINA KAINITACOMPAÑIA MINERA PUNTA DE LOBOS S. A.IQUIQUE
99.589.040-2,COMPAÑIA MINERA PUNTA DE LOBOS S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA,Categoría B,01,IQUIQUE,IQUIQUE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100087 - 3,"7,690,608","392,107",620,19,PSAD-56,ACTIVA,MINA KAINITACOMPAÑIA MINERA PUNTA DE LOBOS S. A.IQUIQUE
99.589.040-2,COMPAÑIA MINERA PUNTA DE LOBOS S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA,Categoría B,01,IQUIQUE,IQUIQUE,MINA LOBERA,MINA RAJO ABIERTO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100045 - 8,"7,689,722","393,319",620,19,PSAD-56,ACTIVA,MINA KAINITACOMPAÑIA MINERA PUNTA DE LOBOS S. A.IQUIQUE
99.589.040-2,COMPAÑIA MINERA PUNTA DE LOBOS S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA,Categoría B,01,IQUIQUE,IQUIQUE,Adm. Talleres y Maestranza,TALLERES Y MAESTRANZA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000014046 - 6,"7,690,500","400,000",620,19,PSAD-56,ACTIVA,MINA KAINITACOMPAÑIA MINERA PUNTA DE LOBOS S. A.IQUIQUE
99.589.040-2,COMPAÑIA MINERA PUNTA DE LOBOS S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA,Categoría B,01,IQUIQUE,IQUIQUE,POLVORIN,POLVORIN,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000052682 - 8,"7,690,094","391,195",622,19,PSAD-56,ACTIVA,MINA KAINITACOMPAÑIA MINERA PUNTA DE LOBOS S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA (SPL),Categoría B,01,IQUIQUE,IQUIQUE,Adm. Talleres y Maestranza,TALLERES Y MAESTRANZA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000014045 - 8,"7,690,647","391,996",620,19,PSAD-56,ACTIVA,MINA KAINITA (SPL)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,PLANTA - (CALETA PATILLOS),Categoría A,01,IQUIQUE,IQUIQUE,Administración Oficina,ADMINISTRACIÓN - OFICINA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000014044 - K,"7,705,586","376,303",20,19,PSAD-56,ACTIVA,PLANTA - (CALETA PATILLOS)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,PLANTA - (CALETA PATILLOS),Categoría A,01,IQUIQUE,IQUIQUE,TERRAPLEN PTO. 1 ,PUERTO DE EMBARQUE,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000066539 - 9,"7,705,852","376,296",36,19,PSAD-56,ACTIVA,PLANTA - (CALETA PATILLOS)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,PLANTA - (CALETA PATILLOS),Categoría A,01,IQUIQUE,IQUIQUE,TERRAPLEN PTO. 2,PUERTO DE EMBARQUE,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000066535 - 6,"7,705,852","375,772",26,19,PSAD-56,ACTIVA,PLANTA - (CALETA PATILLOS)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA (SPL),Categoría B,01,IQUIQUE,IQUIQUE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100047 - 4,"7,690,629","392,208",620,19,PSAD-56,ACTIVA,MINA KAINITA (SPL)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,PLANTA - (CALETA PATILLOS),Categoría A,01,IQUIQUE,IQUIQUE,DPM IQUIQUE,PUERTO DE EMBARQUE,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000066540 - 2,"7,705,684","376,520",30,19,PSAD-56,ACTIVA,PLANTA - (CALETA PATILLOS)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,PLANTA - (CALETA PATILLOS),Categoría A,01,IQUIQUE,IQUIQUE,PLANTA,PLANTA MOLIENDA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100048 - 2,"7,705,586","376,303",20,19,PSAD-56,ACTIVA,PLANTA - (CALETA PATILLOS)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA (SPL),Categoría B,01,IQUIQUE,IQUIQUE,PLANTA 2,PLANTA MOLIENDA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100132 - 2,"7,690,256","392,776",620,19,PSAD-56,ACTIVA,MINA KAINITA (SPL)K+S CHILE S. A.IQUIQUE
76.541.630-2,K+S CHILE S. A.,01,IQUIQUE,IQUIQUE,MINA KAINITA (SPL),Categoría B,01,IQUIQUE,IQUIQUE,PLANTA 4,PLANTA CHANCADO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100133 - 0,"7,690,853","392,696",620,19,PSAD-56,ACTIVA,MINA KAINITA (SPL)K+S CHILE S. A.IQUIQUE
76.800.800-0,CIA. MRA. CORDILLERA CHILE SCM.,01,IQUIQUE,IQUIQUE,TENARDITA,Categoría B,01,IQUIQUE,IQUIQUE,TALLERES Y MAESTRANZA,TALLERES Y MAESTRANZA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100158 - 6,"7,683,912","396,548",620,19,PSAD-56,ACTIVA,TENARDITACIA. MRA. CORDILLERA CHILE SCM.IQUIQUE
76.800.800-0,CIA. MRA. CORDILLERA CHILE SCM.,01,IQUIQUE,IQUIQUE,TENARDITA,Categoría B,01,IQUIQUE,IQUIQUE,PLANTA,PLANTA CHANCADO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100097 - 0,"7,683,902","396,639",620,19,PSAD-56,ACTIVA,TENARDITACIA. MRA. CORDILLERA CHILE SCM.IQUIQUE
76.800.800-0,CIA. MRA. CORDILLERA CHILE SCM.,01,IQUIQUE,IQUIQUE,MINA ESPERANZA,Categoría D,01,IQUIQUE,IQUIQUE,MINA,MINA RAJO ABIERTO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100131 - 4,"7,689,650","390,600",565,19,PSAD-56,ACTIVA,MINA ESPERANZACIA. MRA. CORDILLERA CHILE SCM.IQUIQUE
76.800.800-0,CIA. MRA. CORDILLERA CHILE SCM.,01,IQUIQUE,IQUIQUE,TENARDITA,Categoría B,01,IQUIQUE,IQUIQUE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100098 - 9,"7,683,890","396,512",620,19,PSAD-56,ACTIVA,TENARDITACIA. MRA. CORDILLERA CHILE SCM.IQUIQUE
76.800.800-0,CIA. MRA. CORDILLERA CHILE SCM.,01,IQUIQUE,IQUIQUE,TENARDITA,Categoría B,01,IQUIQUE,IQUIQUE,POLVORIN,POLVORIN,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000067625 - 0,"7,684,082","397,389",622,19,PSAD-56,ACTIVA,TENARDITACIA. MRA. CORDILLERA CHILE SCM.IQUIQUE
76.800.800-0,CIA. MRA. CORDILLERA CHILE SCM.,01,IQUIQUE,IQUIQUE,TENARDITA,Categoría B,01,IQUIQUE,IQUIQUE,MINA TENARDITA,MINA RAJO ABIERTO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100049 - 0,"7,683,466","397,016",600,19,PSAD-56,ACTIVA,TENARDITACIA. MRA. CORDILLERA CHILE SCM.IQUIQUE
96.970.050-6,TERMINAL MARITIMO PATACHE S.A.,01,IQUIQUE,IQUIQUE,PUERTO PATACHE,Categoría B,01,IQUIQUE,IQUIQUE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100093 - 8,"7,699,389","376,061",20,19,PSAD-56,ACTIVA,PUERTO PATACHETERMINAL MARITIMO PATACHE S.A.IQUIQUE
96.970.050-6,TERMINAL MARITIMO PATACHE S.A.,01,IQUIQUE,IQUIQUE,PUERTO PATACHE,Categoría B,01,IQUIQUE,IQUIQUE,PUERTO DE EMBARQUE (BODEGA),TALLERES Y MAESTRANZA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100126 - 8,"7,699,389","376,061",20,19,PSAD-56,ACTIVA,PUERTO PATACHETERMINAL MARITIMO PATACHE S.A.IQUIQUE
96.970.050-6,TERMINAL MARITIMO PATACHE S.A.,01,IQUIQUE,IQUIQUE,PUERTO PATACHE,Categoría B,01,IQUIQUE,IQUIQUE,ADM TALLERES Y MAESTRANZA ,TALLERES Y MAESTRANZA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100127 - 6,"7,699,389","376,061",20,19,PSAD-56,ACTIVA,PUERTO PATACHETERMINAL MARITIMO PATACHE S.A.IQUIQUE
76.032.912-6,EXPLOTERRA MINERALS CHILE S. C. M.,01,IQUIQUE,IQUIQUE,Mina San Marcos Seis del Uno al Once.,Categoría D,01,IQUIQUE,IQUIQUE,MANTENCION MINA,TALLERES Y MAESTRANZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110700070 - 0,"7,744,205","383,034",1100,19,PSAD-56,ACTIVA,Mina San Marcos Seis del Uno al Once.EXPLOTERRA MINERALS CHILE S. C. M.IQUIQUE
76.032.912-6,EXPLOTERRA MINERALS CHILE S. C. M.,01,IQUIQUE,IQUIQUE,Mina San Marcos Seis del Uno al Once.,Categoría D,01,IQUIQUE,IQUIQUE,POLVORIN,POLVORIN,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000064531 - 2,"7,744,232","382,739",843,19,PSAD-56,ACTIVA,Mina San Marcos Seis del Uno al Once.EXPLOTERRA MINERALS CHILE S. C. M.IQUIQUE
76.032.912-6,EXPLOTERRA MINERALS CHILE S. C. M.,01,IQUIQUE,IQUIQUE,Mina San Marcos Seis del Uno al Once.,Categoría D,01,IQUIQUE,IQUIQUE,MINA SAN MARCOS,MINA RAJO ABIERTO,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110100078 - 4,"7,744,205","383,034",780,19,PSAD-56,ACTIVA,Mina San Marcos Seis del Uno al Once.EXPLOTERRA MINERALS CHILE S. C. M.IQUIQUE
76.032.912-6,EXPLOTERRA MINERALS CHILE S. C. M.,01,IQUIQUE,IQUIQUE,Mina San Marcos Seis del Uno al Once.,Categoría D,01,IQUIQUE,IQUIQUE,ADMINISTRACION OFICINA,ADMINISTRACIÓN - OFICINA,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110700076 - K,"7,744,205","383,034",650,19,PSAD-56,ACTIVA,Mina San Marcos Seis del Uno al Once.EXPLOTERRA MINERALS CHILE S. C. M.IQUIQUE
76.050.288-K,CHRISTIAN FLETCHER RAMIREZ,01,IQUIQUE,IQUIQUE,MINA CHOLITO 1 AL 6,Categoría D,01,IQUIQUE,IQUIQUE,ADM. OFICINA,ADMINISTRACIÓN - OFICINA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100102 - 0,"7,689,923","391,075",850,19,PSAD-56,ACTIVA,MINA CHOLITO 1 AL 6CHRISTIAN FLETCHER RAMIREZIQUIQUE
76.050.288-K,CHRISTIAN FLETCHER RAMIREZ,01,IQUIQUE,IQUIQUE,MINA CHOLITO 1 AL 6,Categoría D,01,IQUIQUE,IQUIQUE,POLVORIN,POLVORIN,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,2000052544 - 9,"7,757,665","382,637",691,19,PSAD-56,ACTIVA,MINA CHOLITO 1 AL 6CHRISTIAN FLETCHER RAMIREZIQUIQUE
76.050.288-K,CHRISTIAN FLETCHER RAMIREZ,01,IQUIQUE,IQUIQUE,MINA CHOLITO 1 AL 6,Categoría D,01,IQUIQUE,IQUIQUE,PLANTA,PLANTA MOLIENDA,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100099 - 7,"7,689,923","391,075",850,19,PSAD-56,ACTIVA,MINA CHOLITO 1 AL 6CHRISTIAN FLETCHER RAMIREZIQUIQUE
76.050.288-K,CHRISTIAN FLETCHER RAMIREZ,01,IQUIQUE,IQUIQUE,MINA CHOLITO 1 AL 6,Categoría D,01,IQUIQUE,IQUIQUE,MINA CHOLITO,MINA RAJO ABIERTO,SALMUERA (SODIO),SALMUERA,ROCAS Y MINERALES INDUSTRIALES,110100081 - 4,"7,689,923","391,075",850,19,PSAD-56,ACTIVA,MINA CHOLITO 1 AL 6CHRISTIAN FLETCHER RAMIREZIQUIQUE
6.989.425-9,FERNANDO CARVAJAL MALDONADO,01,IQUIQUE,IQUIQUE,PUNTA PATACHE (ISA 175/224).,Categoría D,01,IQUIQUE,IQUIQUE,MINA,MINA RAJO ABIERTO,GUANO ROJO,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,110100147 - 0,"7,698,502","376,378",30,19,PSAD-56,ACTIVA,PUNTA PATACHE (ISA 175/224).FERNANDO CARVAJAL MALDONADOIQUIQUE
6.989.425-9,FERNANDO CARVAJAL MALDONADO,01,IQUIQUE,IQUIQUE,COVADERA HUANILLOS,Categoría D,01,IQUIQUE,IQUIQUE,MINA,MINA RAJO ABIERTO,GUANO ROJO,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,110100146 - 2,"7,654,640","386,738",25,19,PSAD-56,IRREGULAR NO OPERATIVA,
6.989.425-9,FERNANDO CARVAJAL MALDONADO,01,IQUIQUE,IQUIQUE,PUNTA GRUESA (Jacqueline 1/20),Categoría C,01,IQUIQUE,IQUIQUE,PLANTA MOLIENDA,PLANTA MOLIENDA,GUANO ROJO,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,110100159 - 4,"7,747,050","376,892",14,19,PSAD-56,ACTIVA,PUNTA GRUESA (Jacqueline 1/20)FERNANDO CARVAJAL MALDONADOIQUIQUE
6.989.425-9,FERNANDO CARVAJAL MALDONADO,01,IQUIQUE,IQUIQUE,PUNTA GRUESA (Jacqueline 1/20),Categoría C,01,IQUIQUE,IQUIQUE,MINA,MINA RAJO ABIERTO,GUANO ROJO,ROCAS FOSFORICAS,ROCAS Y MINERALES INDUSTRIALES,110100082 - 2,"7,748,050","377,220",15,19,PSAD-56,CIERRE FINAL,
8.466.520-7,LUIS ARAYA PETIT,01,IQUIQUE,IQUIQUE,DANISA 1 AL 7,Categoría D,01,IQUIQUE,IQUIQUE,POLVORIN,POLVORIN,SULFUROS Y ÓXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000064529 - 0,"7,674,053","385,951",662,19,PSAD-56,CIERRE FINAL,
8.466.520-7,LUIS ARAYA PETIT,01,IQUIQUE,IQUIQUE,DANISA 1 AL 7,Categoría D,01,IQUIQUE,IQUIQUE,MINA DANISA 1 AL 7,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110100094 - 6,"7,674,500","385,500",1200,19,PSAD-56,CIERRE FINAL,
6.773.497-1,GERMAN BERNARDO RAMIREZ RAMIREZ,01,IQUIQUE,IQUIQUE,MINA ANDREA,Categoría D,01,IQUIQUE,IQUIQUE,MINA,MINA SUBTERRANEA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,110100153 - 5,"7,679,686","385,497",526,19,PSAD-56,ACTIVA,MINA ANDREAGERMAN BERNARDO RAMIREZ RAMIREZIQUIQUE
